"Project","GAINS4_EventID","AnimalID","TaxaGroup","AnimalClass","SpeciesScientificName","SpeciesEnglishName","Sex","SampleDate","AgeClass"
"P2",2881,"XXAB0209","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0210","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0211","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0212","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0213","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0214","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0215","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0216","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0217","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0218","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0219","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0220","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0221","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0222","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0223","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0224","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0225","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0226","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0227","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0228","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0229","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0230","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0231","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0232","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0233","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0234","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0235","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0236","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0237","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0238","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0239","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0240","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0241","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0242","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/27/2017","unknown"
"P2",2881,"XXAB0243","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0244","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0245","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0246","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0247","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0248","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0249","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0250","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0251","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0252","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0253","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0254","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0255","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0256","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0257","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0258","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0259","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0260","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0261","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0262","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0263","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0264","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0265","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0266","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0267","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0268","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0269","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0270","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0271","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0272","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0273","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0274","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0275","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0276","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0277","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0278","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0279","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0280","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0281","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0282","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0283","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0284","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0285","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0286","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0287","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0288","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0289","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0290","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0291","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0292","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0293","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0294","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0295","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0296","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0297","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0298","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0299","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0300","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0301","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0302","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0303","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0304","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",2881,"XXAB0305","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","4/28/2017","unknown"
"P2",3639,"XXAB0597","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0598","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0599","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0600","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0601","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0602","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0603","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0604","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0605","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0606","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0607","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0608","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0609","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0610","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0611","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0612","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0613","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0614","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0615","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0616","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0617","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0618","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0619","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0620","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0621","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0622","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0623","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0624","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0625","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0626","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0627","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0628","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0629","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0630","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0631","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0632","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0633","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0634","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0635","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0636","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0637","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0638","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0639","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0640","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0641","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0642","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0643","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0644","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0645","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0646","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/20/2017","unknown"
"P2",3639,"XXAB0647","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0648","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0649","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0650","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0651","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0652","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0653","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0654","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0655","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0656","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0657","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0658","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0659","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0660","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0661","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0662","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0663","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0664","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0665","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0666","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0667","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0668","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0669","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0670","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/21/2017","unknown"
"P2",3639,"XXAB0671","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0672","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0673","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0674","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0675","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0676","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0677","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0678","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0679","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0680","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0681","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0682","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0683","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0684","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0685","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0686","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0687","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0688","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0689","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0690","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0691","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0692","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3639,"XXAB0693","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","unknown","8/22/2017","unknown"
"P2",3640,"XXAB0694","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0695","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0696","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0697","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0698","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0699","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0700","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0701","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0702","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0703","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0704","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0705","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0706","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0707","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0708","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","subadult (immature, independent)"
