"Project","GAINS4_EventID","AnimalID","TaxaGroup","AnimalClass","SpeciesScientificName","SpeciesEnglishName","Sex","SampleDate","AgeClass"
"P2",1105,"XXAP0008","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0009","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0010","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0011","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","subadult (immature, independent)"
"P2",1105,"XXAP0012","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","subadult (immature, independent)"
"P2",1105,"XXAP0013","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","subadult (immature, independent)"
"P2",1105,"XXAP0014","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0015","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0016","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0017","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0018","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0019","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0020","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0021","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0022","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0023","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0024","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0025","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0026","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0027","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0028","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0029","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0030","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","subadult (immature, independent)"
"P2",1105,"XXAP0031","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0032","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0033","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0034","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0035","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0036","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0037","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0038","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0039","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0040","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0041","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0042","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0043","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0044","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","subadult (immature, independent)"
"P2",1105,"XXAP0045","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0046","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0047","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0048","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0049","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0050","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","juvenile (dependent on dam)"
"P2",1105,"XXAP0051","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","subadult (immature, independent)"
"P2",1105,"XXAP0052","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0053","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0054","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0055","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0056","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0057","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0058","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0059","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0060","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0061","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0062","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0063","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0064","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","adult (reproductive age)"
"P2",1105,"XXAP0065","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","10/5/2016","subadult (immature, independent)"
"P2",1105,"XXAP0066","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0067","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0068","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",1105,"XXAP0069","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","10/5/2016","unknown"
"P2",2790,"XXAP0071","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/25/2017","subadult (immature, independent)"
"P2",2790,"XXAP0072","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/25/2017","subadult (immature, independent)"
"P2",2790,"XXAP0073","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/25/2017","adult (reproductive age)"
"P2",2790,"XXAP0074","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/25/2017","subadult (immature, independent)"
"P2",2790,"XXAP0075","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/25/2017","adult (reproductive age)"
"P2",2790,"XXAP0076","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/25/2017","adult (reproductive age)"
"P2",2790,"XXAP0077","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/25/2017","adult (reproductive age)"
"P2",2790,"XXAP0078","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/25/2017","adult (reproductive age)"
"P2",2790,"XXAP0079","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/25/2017","adult (reproductive age)"
"P2",2790,"XXAP0080","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/26/2017","adult (reproductive age)"
"P2",2790,"XXAP0081","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/26/2017","adult (reproductive age)"
"P2",2790,"XXAP0083","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/26/2017","adult (reproductive age)"
"P2",2790,"XXAP0084","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/26/2017","adult (reproductive age)"
"P2",2790,"XXAP0085","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/26/2017","subadult (immature, independent)"
"P2",2790,"XXAP0086","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/26/2017","subadult (immature, independent)"
"P2",2790,"XXAP0087","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/26/2017","subadult (immature, independent)"
"P2",2790,"XXAP0088","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/26/2017","subadult (immature, independent)"
"P2",2790,"XXAP0089","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/26/2017","subadult (immature, independent)"
"P2",2790,"XXAP0090","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/26/2017","subadult (immature, independent)"
"P2",2790,"XXAP0091","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/26/2017","adult (reproductive age)"
"P2",2790,"XXAP0092","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/26/2017","adult (reproductive age)"
"P2",2790,"XXAP0093","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/26/2017","adult (reproductive age)"
"P2",2790,"XXAP0094","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/27/2017","subadult (immature, independent)"
"P2",2790,"XXAP0095","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0096","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0097","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0098","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0099","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/27/2017","subadult (immature, independent)"
"P2",2790,"XXAP0100","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0101","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0102","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0103","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0104","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/27/2017","adult (reproductive age)"
"P2",2790,"XXAP0105","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0106","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0107","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0108","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0110","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0111","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0112","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0114","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0115","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0116","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0117","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0118","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0119","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0120","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0121","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0122","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0123","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0124","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0125","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0126","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0127","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0128","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0129","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0130","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0131","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0132","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0133","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0134","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0135","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0136","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0137","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0138","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0139","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0140","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0141","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0142","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0143","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0144","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0145","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0146","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0147","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0148","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0149","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0150","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0151","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0152","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0153","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0154","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0155","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0156","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0157","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0158","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0159","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0160","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0161","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0162","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0163","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0164","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0165","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0166","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0167","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0168","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0169","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0170","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0171","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0172","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0173","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0174","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0175","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0176","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0177","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0178","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0179","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","female","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0180","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","adult (reproductive age)"
"P2",2790,"XXAP0181","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","male","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0182","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/28/2017","subadult (immature, independent)"
"P2",2790,"XXAP0183","non-human primates","free-ranging wild animal","Cercopithecus mona","Mona monkey","unknown","2/28/2017","subadult (immature, independent)"
"P2",2795,"XXAB0006","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0007","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0008","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0009","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0010","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0011","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0012","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0013","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0014","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0015","bats","free-ranging wild animal","Hypsignathus monstrosus","Hammer-headed fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0016","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0017","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0018","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","subadult (immature, independent)"
"P2",2795,"XXAB0019","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","2/26/2017","subadult (immature, independent)"
"P2",2795,"XXAB0020","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0021","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0022","bats","free-ranging wild animal","Hypsignathus monstrosus","Hammer-headed fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0023","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","subadult (immature, independent)"
"P2",2795,"XXAB0024","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","subadult (immature, independent)"
"P2",2795,"XXAB0025","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","subadult (immature, independent)"
"P2",2795,"XXAB0026","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0027","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0028","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","2/26/2017","subadult (immature, independent)"
"P2",2795,"XXAB0029","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0030","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","subadult (immature, independent)"
"P2",2795,"XXAB0031","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","subadult (immature, independent)"
"P2",2795,"XXAB0032","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0033","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","2/26/2017","adult (reproductive age)"
"P2",2795,"XXAB0034","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","2/27/2017","adult (reproductive age)"
